date,time,category,type,amount,counterparty
2026-05-21,10:39 AM,Person/Merchant Payment,Debit,20.0,Person_345
2026-05-21,10:40 AM,Money Received,Credit,200.0,Person_3
2026-05-21,10:47 AM,Money Received,Credit,8000.0,Person_346
2026-05-21,10:54 AM,Education/Fees,Debit,1200.0,Person_5
2026-05-21,11:16 AM,Person/Merchant Payment,Debit,6800.0,Person_172
2026-05-21,12:43 PM,Person/Merchant Payment,Debit,800.0,Person_2
2026-05-21,03:14 PM,Person/Merchant Payment,Debit,166.0,Person_329
2026-05-21,11:45 PM,Person/Merchant Payment,Debit,430.0,Person_6
2026-05-22,11:17 AM,Money Received,Credit,1200.0,Person_3
2026-05-22,11:18 AM,Education/Fees,Debit,1200.0,Person_5
2026-05-22,01:24 PM,Person/Merchant Payment,Debit,992.0,Person_17
2026-05-22,01:25 PM,UPI Lite Top-up,Debit,450.0,Person_4
2026-05-22,01:38 PM,Person/Merchant Payment,Debit,6000.0,Person_6
2026-05-23,08:59 AM,Person/Merchant Payment,Debit,20.0,Person_138
2026-05-24,12:40 PM,Person/Merchant Payment,Debit,14.0,Person_138
2026-05-25,02:39 PM,Person/Merchant Payment,Debit,10.0,Person_103
2026-05-27,08:39 PM,Money Received,Credit,150.0,Person_37
2026-05-28,09:43 PM,Money Received,Credit,700.0,Person_12
2026-05-28,09:47 PM,Person/Merchant Payment,Debit,500.0,Person_50
2026-05-28,09:48 PM,Person/Merchant Payment,Debit,200.0,Person_193
2026-05-29,06:25 PM,Money Received,Credit,1000.0,Person_333
2026-05-30,02:01 PM,Person/Merchant Payment,Debit,280.0,Person_17
2026-05-31,02:33 PM,Money Received,Credit,800.0,Person_2
2026-05-31,03:01 PM,Person/Merchant Payment,Debit,1000.0,Person_198
2026-05-31,04:49 PM,Person/Merchant Payment,Debit,500.0,Person_240
2026-06-02,05:17 PM,Person/Merchant Payment,Debit,95.0,Person_347
2026-06-02,08:48 PM,Money Received,Credit,2130.0,Person_12
2026-06-02,09:29 PM,Recharge,Debit,22.0,Person_18
2026-06-03,12:56 PM,Money Received,Credit,500.0,Person_348
2026-06-03,12:57 PM,Person/Merchant Payment,Debit,2500.0,Person_349
2026-06-03,12:58 PM,Money Received,Credit,200.0,Person_50
2026-06-03,01:01 PM,Person/Merchant Payment,Debit,200.0,Person_50
2026-06-03,01:04 PM,Person/Merchant Payment,Debit,200.0,Person_50
2026-06-03,01:04 PM,Money Received,Credit,200.0,Person_50
2026-06-04,12:23 PM,Person/Merchant Payment,Debit,2000.0,Person_6
2026-06-04,05:23 PM,Recharge,Debit,26.0,Person_18
2026-06-04,05:27 PM,Money Received,Credit,500.0,Person_331
2026-06-04,05:29 PM,UPI Lite Top-up,Debit,500.0,Person_4
2026-06-04,10:54 PM,Person/Merchant Payment,Debit,300.0,Person_156
2026-06-04,10:54 PM,UPI Lite Top-up,Debit,300.0,Person_4
2026-06-05,04:03 PM,Person/Merchant Payment,Debit,50.0,Person_50
2026-06-05,04:59 PM,Money Received,Credit,100.0,Person_2
2026-06-05,05:21 PM,Person/Merchant Payment,Debit,79.0,Person_350
2026-06-07,06:46 PM,Money Received,Credit,6800.0,Person_17
2026-06-08,01:10 PM,Person/Merchant Payment,Debit,2500.0,Person_50
2026-06-08,01:40 PM,Person/Merchant Payment,Debit,150.0,Person_50
2026-06-09,09:57 AM,Person/Merchant Payment,Debit,200.0,Person_50
2026-06-12,02:05 PM,Person/Merchant Payment,Debit,350.0,Person_351
2026-06-14,03:08 PM,Money Received,Credit,500.0,Person_12
2026-06-14,06:07 PM,Money Received,Credit,600.0,Person_12
2026-06-14,08:31 PM,UPI Lite Top-up,Debit,1100.0,Person_4
2026-06-15,11:49 AM,Person/Merchant Payment,Debit,1000.0,Person_12
2026-06-15,11:49 AM,Person/Merchant Payment,Debit,100.0,Person_12
2026-06-16,03:15 PM,Person/Merchant Payment,Debit,300.0,Person_240
2026-06-19,09:52 AM,Money Received,Credit,25000.0,Person_352
2026-06-19,09:56 AM,Money Received,Credit,25000.0,Person_352
2026-06-19,09:58 PM,Person/Merchant Payment,Debit,205.0,Person_353
2026-06-20,09:57 AM,Person/Merchant Payment,Debit,10000.0,Person_17
2026-06-20,11:29 AM,Person/Merchant Payment,Debit,10000.0,Person_172
2026-06-20,12:32 PM,Money Received,Credit,500.0,Person_354
2026-06-20,01:26 PM,Money Received,Credit,40.0,Person_2
2026-06-20,02:01 PM,Money Received,Credit,50.0,Person_17
2026-06-20,02:02 PM,Person/Merchant Payment,Debit,620.0,Person_355
2026-06-20,08:00 PM,Person/Merchant Payment,Debit,2000.0,Person_209
2026-06-21,08:08 PM,Person/Merchant Payment,Debit,110.0,Person_356
2026-06-21,08:10 PM,Person/Merchant Payment,Debit,24.0,Person_357
2026-06-21,09:59 PM,Person/Merchant Payment,Debit,30.0,Person_357
2026-06-21,10:37 PM,Person/Merchant Payment,Debit,1.0,Person_358
2026-06-21,10:37 PM,Money Received,Credit,1000.0,Person_359
2026-06-21,10:41 PM,Person/Merchant Payment,Debit,9320.0,Person_156
2026-06-21,10:43 PM,Person/Merchant Payment,Debit,48.0,Person_172
2026-06-21,10:44 PM,Person/Merchant Payment,Debit,96.0,Person_172
2026-06-21,10:47 PM,Person/Merchant Payment,Debit,27800.0,Person_172
2026-06-21,10:49 PM,Person/Merchant Payment,Debit,870.0,Person_6
2026-06-21,10:49 PM,UPI Lite Top-up,Debit,878.0,Person_4
2026-06-22,07:45 AM,Person/Merchant Payment,Debit,2000.0,Person_209
2026-06-22,02:16 PM,Person/Merchant Payment,Debit,10000.0,Person_360
2026-06-23,10:05 AM,Person/Merchant Payment,Debit,45.0,Person_361
2026-06-23,11:58 AM,Person/Merchant Payment,Debit,4000.0,Person_12
2026-06-23,01:32 PM,Money Received,Credit,45.0,Person_12
2026-06-23,01:33 PM,Person/Merchant Payment,Debit,45.0,Person_12
2026-06-23,01:34 PM,UPI Lite Top-up,Debit,45.0,Person_4
2026-06-23,02:20 PM,Person/Merchant Payment,Debit,62.0,Person_362
2026-06-23,02:27 PM,Person/Merchant Payment,Debit,129.0,Person_17
2026-06-24,03:37 PM,Person/Merchant Payment,Debit,982.0,Person_17
2026-06-24,03:38 PM,UPI Lite Top-up,Debit,400.0,Person_4
2026-06-24,03:38 PM,Person/Merchant Payment,Debit,400.0,Person_6
2026-06-25,01:37 PM,Person/Merchant Payment,Debit,2000.0,Person_363
2026-06-25,03:56 PM,Person/Merchant Payment,Debit,2300.0,Person_198
2026-06-25,06:39 PM,Person/Merchant Payment,Debit,1500.0,Person_240
2026-06-25,07:41 PM,Person/Merchant Payment,Debit,1000.0,Person_198
2026-06-26,12:12 PM,Money Received,Credit,1500.0,Person_331
2026-06-26,04:50 PM,Person/Merchant Payment,Debit,730.0,Person_364
2026-06-26,07:34 PM,Money Received,Credit,100.0,Person_12
2026-06-26,08:10 PM,Person/Merchant Payment,Debit,110.0,Person_50
2026-06-26,08:12 PM,Person/Merchant Payment,Debit,4800.0,Person_6
2026-06-26,09:38 PM,Person/Merchant Payment,Debit,1000.0,Person_198
2026-06-27,09:15 AM,Person/Merchant Payment,Debit,524.0,Person_365
2026-06-27,01:47 PM,Person/Merchant Payment,Debit,400.0,Person_331
2026-06-27,01:59 PM,Person/Merchant Payment,Debit,300.0,Person_198
2026-06-29,01:29 AM,Person/Merchant Payment,Debit,887.0,Person_17
2026-06-29,01:47 AM,Person/Merchant Payment,Debit,100.0,Person_50
2026-06-29,03:22 PM,Money Received,Credit,1000.0,Person_17
2026-06-29,03:22 PM,Money Received,Credit,69.0,Person_17
2026-06-29,03:23 PM,Person/Merchant Payment,Debit,1069.0,Person_17
2026-06-29,05:50 PM,Person/Merchant Payment,Debit,100.0,Person_366
2026-06-29,07:08 PM,Person/Merchant Payment,Debit,2000.0,Person_84
2026-06-29,07:38 PM,Money Received,Credit,1500.0,Person_367
2026-06-30,10:57 AM,Person/Merchant Payment,Debit,5300.0,Person_368
2026-06-30,12:10 PM,Person/Merchant Payment,Debit,2120.0,Person_369
2026-06-30,05:01 PM,Money Received,Credit,1211.0,Person_156
2026-06-30,07:33 PM,Person/Merchant Payment,Debit,2500.0,Person_332
2026-06-30,08:02 PM,Money Received,Credit,500.0,Person_367
2026-06-30,09:35 PM,Money Received,Credit,2000.0,Person_370
2026-06-30,09:38 PM,Person/Merchant Payment,Debit,2000.0,Person_128
2026-07-01,08:30 PM,Recharge,Debit,26.0,Person_18
2026-07-02,01:06 PM,Money Received,Credit,24.0,Person_128
2026-07-02,01:06 PM,Person/Merchant Payment,Debit,24.0,Person_362
2026-07-03,01:07 PM,Person/Merchant Payment,Debit,500.0,Person_371
2026-07-03,08:23 PM,Person/Merchant Payment,Debit,61.0,Person_372
2026-07-04,06:26 AM,Person/Merchant Payment,Debit,100.0,Person_373
2026-07-04,12:23 PM,Money Received,Credit,4930.0,Person_156
2026-07-04,12:24 PM,Money Received,Credit,3578.0,Person_156
2026-07-04,12:57 PM,Money Received,Credit,1000.0,Person_128
2026-07-04,12:57 PM,Money Received,Credit,1000.0,Person_128
2026-07-04,01:13 PM,Person/Merchant Payment,Debit,1141.0,Person_6
2026-07-04,01:14 PM,UPI Lite Top-up,Debit,1141.0,Person_4
2026-07-04,01:50 PM,Person/Merchant Payment,Debit,197.0,Person_2
2026-07-04,01:51 PM,Money Received,Credit,197.0,Person_2
2026-07-04,07:32 PM,Money Received,Credit,500.0,Person_37
2026-07-04,07:33 PM,Person/Merchant Payment,Debit,350.0,Person_193
2026-07-05,07:47 AM,Person/Merchant Payment,Debit,1200.0,Person_374
2026-07-05,08:20 AM,Person/Merchant Payment,Debit,300.0,Person_374
2026-07-05,12:51 PM,Person/Merchant Payment,Debit,9320.0,Person_366
2026-07-05,10:21 PM,Person/Merchant Payment,Debit,500.0,Person_331
2026-07-06,12:25 AM,Person/Merchant Payment,Debit,100.0,Person_2
2026-07-06,09:10 AM,Person/Merchant Payment,Debit,50.0,Person_45
2026-07-06,01:07 PM,Person/Merchant Payment,Debit,20.0,Person_375
2026-07-07,03:51 PM,Money Received,Credit,300.0,Person_376
2026-07-07,05:19 PM,Money Received,Credit,3500.0,Person_377
2026-07-07,10:27 PM,Money Received,Credit,240.0,Person_378
2026-07-07,11:04 PM,Money Received,Credit,2500.0,Person_50
2026-07-07,11:09 PM,Person/Merchant Payment,Debit,220.0,Person_50
2026-07-07,11:10 PM,Person/Merchant Payment,Debit,2500.0,Person_6
2026-07-07,11:10 PM,Person/Merchant Payment,Debit,6000.0,Person_128
2026-07-08,05:21 AM,Person/Merchant Payment,Debit,500.0,Person_50
2026-07-08,11:13 AM,Money Received,Credit,500.0,Person_128
2026-07-08,07:24 PM,Person/Merchant Payment,Debit,20.0,Person_50
2026-07-09,12:25 AM,UPI Lite Top-up,Debit,500.0,Person_4
2026-07-09,12:27 AM,Person/Merchant Payment,Debit,965.0,Person_6
2026-07-09,09:53 PM,UPI Lite Top-up,Debit,300.0,Person_4
2026-07-09,09:55 PM,Money Received,Credit,500.0,Person_246
2026-07-09,09:56 PM,Person/Merchant Payment,Debit,500.0,Person_246
2026-07-10,06:35 PM,Person/Merchant Payment,Debit,118.0,Person_356
2026-07-10,09:18 PM,Food & Dining,Debit,200.0,Person_379
2026-07-10,09:44 PM,Food & Dining,Debit,90.0,Person_379
2026-07-10,10:03 PM,Food & Dining,Debit,45.0,Person_379
2026-07-11,02:27 PM,Person/Merchant Payment,Debit,12.0,Person_380
2026-07-11,03:19 PM,Person/Merchant Payment,Debit,100.0,Person_50
2026-07-11,03:33 PM,Money Received,Credit,335.0,Person_11
2026-07-12,08:14 PM,Food & Dining,Debit,550.0,Person_379
2026-07-12,08:43 PM,Money Received,Credit,1000.0,Person_88
2026-07-12,08:46 PM,Food & Dining,Debit,165.0,Person_379
2026-07-12,08:49 PM,Person/Merchant Payment,Debit,1000.0,Person_128
2026-07-12,09:19 PM,Person/Merchant Payment,Debit,480.0,Person_381
2026-07-13,12:52 PM,Person/Merchant Payment,Debit,196.0,Person_382
